Age,Job Title,Years of Experience,Salary,Gender_Female,Gender_Male,Gender_Other,Education Level_High School,Education Level_Bachelor's,Education Level_Bachelor's Degree,Education Level_Master's,Education Level_Master's Degree,Education Level_PhD,Seniority
24.0,24,1.0,90000.0,0,1,0,0,1,0,0,0,0,0
27.0,112,4.0,140000.0,0,1,0,0,1,0,0,0,0,5
25.0,24,2.0,110000.0,1,0,0,0,1,0,0,0,0,0
30.0,27,7.0,185000.0,1,0,0,0,0,0,0,0,1,9
31.0,24,9.0,195000.0,0,1,0,0,1,0,0,0,0,0
28.0,112,5.0,160000.0,1,0,0,0,1,0,0,0,0,5
26.0,24,3.0,130000.0,0,1,0,0,1,0,0,0,0,0
29.0,27,6.0,180000.0,1,0,0,0,0,0,1,0,0,9
32.0,112,8.0,190000.0,0,1,0,0,1,0,0,0,0,5
33.0,88,11.0,198000.0,1,0,0,0,0,0,1,0,0,7
24.0,24,1.0,90000.0,0,1,0,0,1,0,0,0,0,0
27.0,112,4.0,140000.0,0,1,0,0,1,0,0,0,0,5
25.0,24,2.0,110000.0,1,0,0,0,1,0,0,0,0,0
30.0,27,7.0,185000.0,1,0,0,0,0,0,0,0,1,9
31.0,24,9.0,195000.0,0,1,0,0,1,0,0,0,0,0
28.0,112,5.0,160000.0,1,0,0,0,1,0,0,0,0,5
26.0,24,3.0,130000.0,0,1,0,0,1,0,0,0,0,0
29.0,27,6.0,180000.0,1,0,0,0,0,0,1,0,0,9
32.0,112,8.0,190000.0,0,1,0,0,1,0,0,0,0,5
33.0,88,11.0,198000.0,1,0,0,0,0,0,1,0,0,7
24.0,24,1.0,90000.0,0,1,0,0,1,0,0,0,0,0
27.0,112,4.0,140000.0,0,1,0,0,1,0,0,0,0,5
25.0,24,2.0,110000.0,1,0,0,0,1,0,0,0,0,0
30.0,27,7.0,185000.0,1,0,0,0,0,0,0,0,1,9
31.0,24,9.0,195000.0,0,1,0,0,1,0,0,0,0,0
28.0,112,5.0,160000.0,1,0,0,0,1,0,0,0,0,5
26.0,24,3.0,130000.0,0,1,0,0,1,0,0,0,0,0
29.0,27,6.0,180000.0,1,0,0,0,0,0,1,0,0,9
32.0,112,8.0,190000.0,0,1,0,0,1,0,0,0,0,5
33.0,88,11.0,198000.0,1,0,0,0,0,0,1,0,0,7
24.0,24,1.0,90000.0,0,1,0,0,1,0,0,0,0,0
27.0,112,4.0,140000.0,0,1,0,0,1,0,0,0,0,5
25.0,24,2.0,125000.0,0,1,0,0,1,0,0,0,0,0
28.0,27,6.0,175000.0,1,0,0,0,0,0,1,0,0,9
30.0,112,8.0,190000.0,0,1,0,0,1,0,0,0,0,5
27.0,88,4.0,150000.0,1,0,0,0,1,0,0,0,0,7
24.0,24,1.0,95000.0,0,1,0,0,1,0,0,0,0,0
31.0,27,9.0,195000.0,0,1,0,0,0,0,1,0,0,9
28.0,112,5.0,160000.0,0,1,0,0,1,0,0,0,0,5
33.0,88,11.0,198000.0,1,0,0,0,0,0,1,0,0,7
26.0,24,3.0,130000.0,0,1,0,0,1,0,0,0,0,0
30.0,27,7.0,185000.0,1,0,0,0,0,0,0,0,1,9
27.0,112,4.0,140000.0,0,1,0,0,1,0,0,0,0,5
34.0,88,12.0,196000.0,1,0,0,0,0,0,1,0,0,7
23.0,24,1.0,90000.0,0,1,0,0,1,0,0,0,0,0
32.0,27,10.0,193000.0,1,0,0,0,0,0,0,0,1,9
29.0,112,6.0,170000.0,0,1,0,0,1,0,0,0,0,5
30.0,88,5.0,160000.0,1,0,0,0,1,0,0,0,0,7
26.0,24,3.0,135000.0,0,1,0,0,1,0,0,0,0,0
31.0,27,6.0,180000.0,1,0,0,0,0,0,1,0,0,9
28.0,112,5.0,160000.0,0,1,0,0,1,0,0,0,0,5
33.0,88,11.0,198000.0,1,0,0,0,0,0,1,0,0,7
24.0,24,1.0,90000.0,0,1,0,0,1,0,0,0,0,0
30.0,27,7.0,185000.0,1,0,0,0,0,0,0,0,1,9
27.0,112,4.0,140000.0,0,1,0,0,1,0,0,0,0,5
34.0,88,12.0,196000.0,1,0,0,0,0,0,1,0,0,7
25.0,24,2.0,115000.0,0,1,0,0,1,0,0,0,0,0
29.0,27,6.0,180000.0,1,0,0,0,0,0,1,0,0,9
32.0,112,8.0,190000.0,0,1,0,0,1,0,0,0,0,5
27.0,88,4.0,150000.0,1,0,0,0,1,0,0,0,0,7
31.0,24,9.0,195000.0,0,1,0,0,1,0,0,0,0,0
28.0,112,5.0,160000.0,1,0,0,0,1,0,0,0,0,5
33.0,88,11.0,198000.0,0,1,0,0,0,0,1,0,0,7
26.0,24,3.0,130000.0,1,0,0,0,1,0,0,0,0,0
30.0,27,7.0,185000.0,0,1,0,0,0,0,0,0,1,9
27.0,112,4.0,140000.0,1,0,0,0,1,0,0,0,0,5
34.0,88,12.0,196000.0,0,1,0,0,0,0,1,0,0,7
25.0,24,2.0,110000.0,1,0,0,0,1,0,0,0,0,0
32.0,112,8.0,190000.0,0,1,0,0,1,0,0,0,0,5
29.0,27,6.0,180000.0,1,0,0,0,0,0,1,0,0,9
30.0,24,5.0,160000.0,0,1,0,0,1,0,0,0,0,0
33.0,88,11.0,198000.0,1,0,0,0,0,0,1,0,0,7
24.0,24,1.0,90000.0,0,1,0,0,1,0,0,0,0,0
31.0,27,9.0,195000.0,1,0,0,0,0,0,0,0,1,9
28.0,112,5.0,160000.0,0,1,0,0,1,0,0,0,0,5
27.0,88,4.0,150000.0,1,0,0,0,1,0,0,0,0,7
26.0,24,3.0,130000.0,0,1,0,0,1,0,0,0,0,0
29.0,27,6.0,180000.0,1,0,0,0,0,0,1,0,0,9
32.0,112,8.0,190000.0,0,1,0,0,1,0,0,0,0,5
33.0,88,11.0,198000.0,1,0,0,0,0,0,1,0,0,7
25.0,24,2.0,110000.0,0,1,0,0,1,0,0,0,0,0
30.0,27,7.0,185000.0,1,0,0,0,0,0,0,0,1,9
27.0,112,4.0,140000.0,0,1,0,0,1,0,0,0,0,5
34.0,88,12.0,196000.0,1,0,0,0,0,0,1,0,0,7
31.0,24,9.0,195000.0,0,1,0,0,1,0,0,0,0,0
28.0,112,5.0,160000.0,1,0,0,0,1,0,0,0,0,5
26.0,24,3.0,130000.0,0,1,0,0,1,0,0,0,0,0
29.0,27,6.0,180000.0,1,0,0,0,0,0,1,0,0,9
32.0,112,8.0,190000.0,0,1,0,0,1,0,0,0,0,5
33.0,88,11.0,198000.0,1,0,0,0,0,0,1,0,0,7
24.0,24,1.0,90000.0,0,1,0,0,1,0,0,0,0,0
27.0,112,4.0,140000.0,0,1,0,0,1,0,0,0,0,5
25.0,24,2.0,110000.0,1,0,0,0,1,0,0,0,0,0
30.0,27,7.0,185000.0,1,0,0,0,0,0,0,0,1,9
31.0,24,9.0,195000.0,0,1,0,0,1,0,0,0,0,0
28.0,112,5.0,160000.0,1,0,0,0,1,0,0,0,0,5
26.0,24,3.0,130000.0,0,1,0,0,1,0,0,0,0,0
29.0,27,6.0,180000.0,1,0,0,0,0,0,1,0,0,9
32.0,112,8.0,190000.0,0,1,0,0,1,0,0,0,0,5
33.0,88,11.0,198000.0,1,0,0,0,0,0,1,0,0,7
24.0,24,1.0,90000.0,0,1,0,0,1,0,0,0,0,0
27.0,112,4.0,140000.0,0,1,0,0,1,0,0,0,0,5
25.0,24,2.0,110000.0,1,0,0,0,1,0,0,0,0,0
30.0,27,7.0,185000.0,1,0,0,0,0,0,0,0,1,9
31.0,24,9.0,195000.0,0,1,0,0,1,0,0,0,0,0
28.0,112,5.0,160000.0,1,0,0,0,1,0,0,0,0,5
26.0,24,3.0,130000.0,0,1,0,0,1,0,0,0,0,0
29.0,27,6.0,180000.0,1,0,0,0,0,0,1,0,0,9
32.0,112,8.0,190000.0,0,1,0,0,1,0,0,0,0,5
33.0,88,11.0,198000.0,1,0,0,0,0,0,1,0,0,7
24.0,24,1.0,90000.0,0,1,0,0,1,0,0,0,0,0
27.0,112,4.0,140000.0,0,1,0,0,1,0,0,0,0,5
23.0,24,1.0,90000.0,0,1,0,0,1,0,0,0,0,0
27.0,27,4.0,150000.0,1,0,0,0,0,0,1,0,0,9
32.0,112,8.0,190000.0,0,1,0,0,1,0,0,0,0,5
24.0,88,3.0,125000.0,1,0,0,0,1,0,0,0,0,7
25.0,24,2.0,110000.0,0,1,0,0,1,0,0,0,0,0
31.0,27,7.0,180000.0,0,1,0,0,0,0,1,0,0,9
28.0,112,5.0,160000.0,0,1,0,0,1,0,0,0,0,5
33.0,88,10.0,195000.0,1,0,0,0,0,0,1,0,0,7
26.0,24,3.0,130000.0,0,1,0,0,1,0,0,0,0,0
30.0,27,6.0,170000.0,1,0,0,0,0,0,0,0,1,9
27.0,112,4.0,140000.0,0,1,0,0,1,0,0,0,0,5
34.0,88,11.0,196000.0,1,0,0,0,0,0,1,0,0,7
23.0,24,1.0,92000.0,0,1,0,0,1,0,0,0,0,0
32.0,27,9.0,195000.0,1,0,0,0,0,0,0,0,1,9
29.0,112,6.0,170000.0,0,1,0,0,1,0,0,0,0,5
30.0,88,5.0,160000.0,1,0,0,0,1,0,0,0,0,7
26.0,24,3.0,135000.0,0,1,0,0,1,0,0,0,0,0
31.0,27,6.0,180000.0,1,0,0,0,0,0,1,0,0,9
28.0,112,5.0,165000.0,0,1,0,0,1,0,0,0,0,5
33.0,88,11.0,198000.0,1,0,0,0,0,0,1,0,0,7
24.0,24,1.0,95000.0,0,1,0,0,1,0,0,0,0,0
30.0,27,7.0,185000.0,1,0,0,0,0,0,0,0,1,9
27.0,112,4.0,140000.0,0,1,0,0,1,0,0,0,0,5
34.0,88,12.0,196000.0,1,0,0,0,0,0,1,0,0,7
25.0,24,2.0,115000.0,0,1,0,0,1,0,0,0,0,0
29.0,27,6.0,180000.0,1,0,0,0,0,0,1,0,0,9
32.0,112,8.0,190000.0,0,1,0,0,1,0,0,0,0,5
27.0,88,4.0,150000.0,1,0,0,0,1,0,0,0,0,7
31.0,24,9.0,195000.0,0,1,0,0,1,0,0,0,0,0
28.0,112,5.0,160000.0,1,0,0,0,1,0,0,0,0,5
33.0,88,11.0,198000.0,0,1,0,0,0,0,1,0,0,7
26.0,24,3.0,130000.0,1,0,0,0,1,0,0,0,0,0
30.0,27,7.0,185000.0,0,1,0,0,0,0,0,0,1,9
27.0,112,4.0,140000.0,1,0,0,0,1,0,0,0,0,5
34.0,88,12.0,196000.0,0,1,0,0,0,0,1,0,0,7
25.0,24,2.0,110000.0,1,0,0,0,1,0,0,0,0,0
32.0,112,8.0,190000.0,0,1,0,0,1,0,0,0,0,5
29.0,27,6.0,180000.0,1,0,0,0,0,0,1,0,0,9
30.0,24,5.0,160000.0,0,1,0,0,1,0,0,0,0,0
33.0,88,11.0,198000.0,1,0,0,0,0,0,1,0,0,7
24.0,24,1.0,90000.0,0,1,0,0,1,0,0,0,0,0
31.0,27,9.0,195000.0,1,0,0,0,0,0,0,0,1,9
28.0,112,5.0,160000.0,0,1,0,0,1,0,0,0,0,5
27.0,88,4.0,150000.0,1,0,0,0,1,0,0,0,0,7
26.0,24,3.0,130000.0,0,1,0,0,1,0,0,0,0,0
29.0,27,6.0,180000.0,1,0,0,0,0,0,1,0,0,9
32.0,112,8.0,190000.0,0,1,0,0,1,0,0,0,0,5
33.0,88,11.0,198000.0,1,0,0,0,0,0,1,0,0,7
25.0,24,2.0,110000.0,0,1,0,0,1,0,0,0,0,0
30.0,27,7.0,185000.0,1,0,0,0,0,0,0,0,1,9
27.0,112,4.0,140000.0,0,1,0,0,1,0,0,0,0,5
34.0,88,12.0,196000.0,1,0,0,0,0,0,1,0,0,7
31.0,24,9.0,195000.0,0,1,0,0,1,0,0,0,0,0
28.0,112,5.0,160000.0,1,0,0,0,1,0,0,0,0,5
26.0,24,3.0,130000.0,0,1,0,0,1,0,0,0,0,0
29.0,27,6.0,180000.0,1,0,0,0,0,0,1,0,0,9
32.0,112,8.0,190000.0,0,1,0,0,1,0,0,0,0,5
33.0,88,11.0,198000.0,1,0,0,0,0,0,1,0,0,7
24.0,24,1.0,90000.0,0,1,0,0,1,0,0,0,0,0
27.0,112,4.0,140000.0,0,1,0,0,1,0,0,0,0,5
25.0,24,2.0,110000.0,1,0,0,0,1,0,0,0,0,0
30.0,27,7.0,185000.0,1,0,0,0,0,0,0,0,1,9
31.0,24,9.0,195000.0,0,1,0,0,1,0,0,0,0,0
28.0,112,5.0,160000.0,1,0,0,0,1,0,0,0,0,5
26.0,24,3.0,130000.0,0,1,0,0,1,0,0,0,0,0
29.0,27,6.0,180000.0,1,0,0,0,0,0,1,0,0,9
32.0,112,8.0,190000.0,0,1,0,0,1,0,0,0,0,5
33.0,88,11.0,198000.0,1,0,0,0,0,0,1,0,0,7
24.0,24,1.0,90000.0,0,1,0,0,1,0,0,0,0,0
27.0,112,4.0,140000.0,0,1,0,0,1,0,0,0,0,5
25.0,24,2.0,110000.0,1,0,0,0,1,0,0,0,0,0
30.0,27,7.0,185000.0,1,0,0,0,0,0,0,0,1,9
31.0,24,9.0,195000.0,0,1,0,0,1,0,0,0,0,0
28.0,112,5.0,160000.0,1,0,0,0,1,0,0,0,0,5
26.0,24,3.0,130000.0,0,1,0,0,1,0,0,0,0,0
29.0,27,6.0,180000.0,1,0,0,0,0,0,1,0,0,9
32.0,112,8.0,190000.0,0,1,0,0,1,0,0,0,0,5
33.0,88,11.0,198000.0,1,0,0,0,0,0,1,0,0,7
24.0,24,1.0,90000.0,0,1,0,0,1,0,0,0,0,0
27.0,112,4.0,140000.0,0,1,0,0,1,0,0,0,0,5
25.0,24,2.0,110000.0,1,0,0,0,1,0,0,0,0,0
30.0,27,7.0,185000.0,1,0,0,0,0,0,0,0,1,9
31.0,24,9.0,195000.0,0,1,0,0,1,0,0,0,0,0
28.0,112,5.0,160000.0,1,0,0,0,1,0,0,0,0,5
26.0,24,3.0,130000.0,0,1,0,0,1,0,0,0,0,0
29.0,27,6.0,180000.0,1,0,0,0,0,0,1,0,0,9
32.0,112,8.0,190000.0,0,1,0,0,1,0,0,0,0,5
33.0,88,11.0,198000.0,1,0,0,0,0,0,1,0,0,7
24.0,24,1.0,90000.0,0,1,0,0,1,0,0,0,0,0
27.0,112,4.0,140000.0,0,1,0,0,1,0,0,0,0,5
25.0,24,2.0,110000.0,1,0,0,0,1,0,0,0,0,0
30.0,27,7.0,185000.0,1,0,0,0,0,0,0,0,1,9
31.0,24,9.0,195000.0,0,1,0,0,1,0,0,0,0,0
28.0,112,5.0,160000.0,1,0,0,0,1,0,0,0,0,5
26.0,24,3.0,130000.0,0,1,0,0,1,0,0,0,0,0
29.0,27,6.0,180000.0,1,0,0,0,0,0,1,0,0,9
32.0,112,8.0,190000.0,0,1,0,0,1,0,0,0,0,5
33.0,88,11.0,198000.0,1,0,0,0,0,0,1,0,0,7
24.0,24,1.0,90000.0,0,1,0,0,1,0,0,0,0,0
27.0,112,4.0,140000.0,0,1,0,0,1,0,0,0,0,5
25.0,24,2.0,110000.0,1,0,0,0,1,0,0,0,0,0
30.0,27,7.0,185000.0,1,0,0,0,0,0,0,0,1,9
31.0,24,9.0,195000.0,0,1,0,0,1,0,0,0,0,0
28.0,112,5.0,160000.0,1,0,0,0,1,0,0,0,0,5
26.0,24,3.0,130000.0,0,1,0,0,1,0,0,0,0,0
29.0,27,6.0,180000.0,1,0,0,0,0,0,1,0,0,9
32.0,112,8.0,190000.0,0,1,0,0,1,0,0,0,0,5
33.0,88,11.0,198000.0,1,0,0,0,0,0,1,0,0,7
24.0,24,1.0,90000.0,0,1,0,0,1,0,0,0,0,0
27.0,112,4.0,140000.0,0,1,0,0,1,0,0,0,0,5
25.0,24,2.0,110000.0,1,0,0,0,1,0,0,0,0,0
30.0,27,7.0,185000.0,1,0,0,0,0,0,0,0,1,9
31.0,24,9.0,195000.0,0,1,0,0,1,0,0,0,0,0
28.0,112,5.0,160000.0,1,0,0,0,1,0,0,0,0,5
26.0,24,3.0,130000.0,0,1,0,0,1,0,0,0,0,0
29.0,27,6.0,180000.0,1,0,0,0,0,0,1,0,0,9
32.0,112,8.0,190000.0,0,1,0,0,1,0,0,0,0,5
33.0,88,11.0,198000.0,1,0,0,0,0,0,1,0,0,7
24.0,24,1.0,90000.0,0,1,0,0,1,0,0,0,0,0
27.0,112,4.0,140000.0,0,1,0,0,1,0,0,0,0,5
25.0,24,2.0,110000.0,1,0,0,0,1,0,0,0,0,0
30.0,27,7.0,185000.0,1,0,0,0,0,0,0,0,1,9
31.0,24,9.0,195000.0,0,1,0,0,1,0,0,0,0,0
28.0,112,5.0,160000.0,1,0,0,0,1,0,0,0,0,5
26.0,24,3.0,130000.0,0,1,0,0,1,0,0,0,0,0
29.0,27,6.0,180000.0,1,0,0,0,0,0,1,0,0,9
32.0,112,8.0,190000.0,0,1,0,0,1,0,0,0,0,5
33.0,88,11.0,198000.0,1,0,0,0,0,0,1,0,0,7
24.0,24,1.0,90000.0,0,1,0,0,1,0,0,0,0,0
27.0,112,4.0,140000.0,0,1,0,0,1,0,0,0,0,5
25.0,24,2.0,110000.0,1,0,0,0,1,0,0,0,0,0
30.0,27,7.0,185000.0,1,0,0,0,0,0,0,0,1,9
31.0,24,9.0,195000.0,0,1,0,0,1,0,0,0,0,0
28.0,112,5.0,160000.0,1,0,0,0,1,0,0,0,0,5
25.0,24,3.0,135000.0,0,1,0,0,1,0,0,0,0,0
32.0,112,8.0,190000.0,0,1,0,0,1,0,0,0,0,5
29.0,27,6.0,180000.0,1,0,0,0,0,0,1,0,0,9
30.0,24,5.0,160000.0,0,1,0,0,1,0,0,0,0,0
24.0,24,1.0,95000.0,0,1,0,0,1,0,0,0,0,0
33.0,88,11.0,196000.0,1,0,0,0,0,0,1,0,0,7
27.0,112,4.0,140000.0,0,1,0,0,1,0,0,0,0,5
26.0,24,3.0,130000.0,0,1,0,0,1,0,0,0,0,0
30.0,27,7.0,185000.0,1,0,0,0,0,0,0,0,1,9
31.0,24,9.0,195000.0,0,1,0,0,1,0,0,0,0,0
28.0,112,5.0,160000.0,1,0,0,0,1,0,0,0,0,5
26.0,24,3.0,130000.0,1,0,0,0,1,0,0,0,0,0
30.0,27,7.0,185000.0,0,1,0,0,0,0,0,0,1,9
27.0,88,4.0,150000.0,1,0,0,0,1,0,0,0,0,7
24.0,24,1.0,90000.0,0,1,0,0,1,0,0,0,0,0
33.0,88,11.0,198000.0,0,1,0,0,0,0,1,0,0,7
25.0,24,2.0,115000.0,0,1,0,0,1,0,0,0,0,0
28.0,112,5.0,165000.0,0,1,0,0,1,0,0,0,0,5
26.0,24,3.0,130000.0,0,1,0,0,1,0,0,0,0,0
29.0,27,6.0,180000.0,1,0,0,0,0,0,1,0,0,9
32.0,112,8.0,190000.0,0,1,0,0,1,0,0,0,0,5
33.0,88,11.0,198000.0,1,0,0,0,0,0,1,0,0,7
27.0,112,4.0,140000.0,0,1,0,0,1,0,0,0,0,5
31.0,27,6.0,180000.0,1,0,0,0,0,0,1,0,0,9
30.0,24,5.0,160000.0,0,1,0,0,1,0,0,0,0,0
24.0,24,1.0,92000.0,0,1,0,0,1,0,0,0,0,0
28.0,112,5.0,160000.0,1,0,0,0,1,0,0,0,0,5
26.0,24,3.0,130000.0,0,1,0,0,1,0,0,0,0,0
32.0,112,8.0,190000.0,0,1,0,0,1,0,0,0,0,5
33.0,88,11.0,198000.0,1,0,0,0,0,0,1,0,0,7
25.0,24,2.0,110000.0,0,1,0,0,1,0,0,0,0,0
30.0,27,7.0,185000.0,1,0,0,0,0,0,0,0,1,9
27.0,112,4.0,140000.0,0,1,0,0,1,0,0,0,0,5
34.0,88,12.0,196000.0,1,0,0,0,0,0,1,0,0,7
31.0,24,9.0,195000.0,0,1,0,0,1,0,0,0,0,0
28.0,112,5.0,160000.0,1,0,0,0,1,0,0,0,0,5
26.0,24,3.0,130000.0,0,1,0,0,1,0,0,0,0,0
29.0,27,6.0,180000.0,1,0,0,0,0,0,1,0,0,9
32.0,112,8.0,190000.0,0,1,0,0,1,0,0,0,0,5
33.0,88,11.0,198000.0,1,0,0,0,0,0,1,0,0,7
24.0,24,1.0,90000.0,0,1,0,0,1,0,0,0,0,0
27.0,112,4.0,140000.0,0,1,0,0,1,0,0,0,0,5
25.0,24,2.0,110000.0,1,0,0,0,1,0,0,0,0,0
30.0,27,7.0,185000.0,1,0,0,0,0,0,0,0,1,9
31.0,24,9.0,195000.0,0,1,0,0,1,0,0,0,0,0
28.0,112,5.0,160000.0,1,0,0,0,1,0,0,0,0,5
26.0,24,3.0,130000.0,0,1,0,0,1,0,0,0,0,0
29.0,27,6.0,180000.0,1,0,0,0,0,0,1,0,0,9
32.0,112,8.0,190000.0,0,1,0,0,1,0,0,0,0,5
33.0,88,11.0,198000.0,1,0,0,0,0,0,1,0,0,7
24.0,24,1.0,90000.0,0,1,0,0,1,0,0,0,0,0
27.0,112,4.0,140000.0,0,1,0,0,1,0,0,0,0,5
25.0,24,2.0,110000.0,1,0,0,0,1,0,0,0,0,0
30.0,27,7.0,185000.0,1,0,0,0,0,0,0,0,1,9
31.0,24,9.0,195000.0,0,1,0,0,1,0,0,0,0,0
28.0,112,5.0,160000.0,1,0,0,0,1,0,0,0,0,5
26.0,24,3.0,130000.0,0,1,0,0,1,0,0,0,0,0
29.0,27,6.0,180000.0,1,0,0,0,0,0,1,0,0,9
32.0,112,8.0,190000.0,0,1,0,0,1,0,0,0,0,5
33.0,88,11.0,198000.0,1,0,0,0,0,0,1,0,0,7
24.0,24,1.0,90000.0,0,1,0,0,1,0,0,0,0,0
27.0,112,4.0,140000.0,0,1,0,0,1,0,0,0,0,5
25.0,24,2.0,110000.0,1,0,0,0,1,0,0,0,0,0
30.0,27,7.0,185000.0,1,0,0,0,0,0,0,0,1,9
31.0,24,9.0,195000.0,0,1,0,0,1,0,0,0,0,0
28.0,112,5.0,160000.0,1,0,0,0,1,0,0,0,0,5
26.0,24,3.0,130000.0,0,1,0,0,1,0,0,0,0,0
29.0,27,6.0,180000.0,1,0,0,0,0,0,1,0,0,9
32.0,112,8.0,190000.0,0,1,0,0,1,0,0,0,0,5
33.0,88,11.0,198000.0,1,0,0,0,0,0,1,0,0,7
24.0,24,1.0,90000.0,0,1,0,0,1,0,0,0,0,0
27.0,112,4.0,140000.0,0,1,0,0,1,0,0,0,0,5
25.0,24,2.0,110000.0,1,0,0,0,1,0,0,0,0,0
30.0,27,7.0,185000.0,1,0,0,0,0,0,0,0,1,9
31.0,24,9.0,195000.0,0,1,0,0,1,0,0,0,0,0
28.0,112,5.0,160000.0,1,0,0,0,1,0,0,0,0,5
26.0,24,3.0,130000.0,0,1,0,0,1,0,0,0,0,0
29.0,27,6.0,180000.0,1,0,0,0,0,0,1,0,0,9
32.0,112,8.0,190000.0,0,1,0,0,1,0,0,0,0,5
33.0,88,11.0,198000.0,1,0,0,0,0,0,1,0,0,7
24.0,24,1.0,90000.0,0,1,0,0,1,0,0,0,0,0
27.0,112,4.0,140000.0,0,1,0,0,1,0,0,0,0,5
25.0,24,2.0,110000.0,1,0,0,0,1,0,0,0,0,0
30.0,27,7.0,185000.0,1,0,0,0,0,0,0,0,1,9
31.0,24,9.0,195000.0,0,1,0,0,1,0,0,0,0,0
28.0,112,5.0,160000.0,1,0,0,0,1,0,0,0,0,5
26.0,24,3.0,130000.0,0,1,0,0,1,0,0,0,0,0
29.0,27,6.0,180000.0,1,0,0,0,0,0,1,0,0,9
32.0,112,8.0,190000.0,0,1,0,0,1,0,0,0,0,5
33.0,88,11.0,198000.0,1,0,0,0,0,0,1,0,0,7
24.0,24,1.0,90000.0,0,1,0,0,1,0,0,0,0,0
27.0,112,4.0,140000.0,0,1,0,0,1,0,0,0,0,5
25.0,24,2.0,110000.0,1,0,0,0,1,0,0,0,0,0
30.0,27,7.0,185000.0,1,0,0,0,0,0,0,0,1,9
31.0,24,9.0,195000.0,0,1,0,0,1,0,0,0,0,0
28.0,112,5.0,160000.0,1,0,0,0,1,0,0,0,0,5
26.0,24,3.0,130000.0,0,1,0,0,1,0,0,0,0,0
29.0,27,6.0,180000.0,1,0,0,0,0,0,1,0,0,9
32.0,112,8.0,190000.0,0,1,0,0,1,0,0,0,0,5
33.0,88,11.0,198000.0,1,0,0,0,0,0,1,0,0,7
24.0,24,1.0,90000.0,0,1,0,0,1,0,0,0,0,0
27.0,112,4.0,140000.0,0,1,0,0,1,0,0,0,0,5
25.0,24,2.0,110000.0,1,0,0,0,1,0,0,0,0,0
30.0,27,7.0,185000.0,1,0,0,0,0,0,0,0,1,9
31.0,24,9.0,195000.0,0,1,0,0,1,0,0,0,0,0
28.0,112,5.0,160000.0,1,0,0,0,1,0,0,0,0,5
26.0,24,3.0,130000.0,0,1,0,0,1,0,0,0,0,0
29.0,27,6.0,180000.0,1,0,0,0,0,0,1,0,0,9
32.0,112,8.0,190000.0,0,1,0,0,1,0,0,0,0,5
33.0,88,11.0,198000.0,1,0,0,0,0,0,1,0,0,7
24.0,24,1.0,90000.0,0,1,0,0,1,0,0,0,0,0
27.0,112,4.0,140000.0,0,1,0,0,1,0,0,0,0,5
25.0,24,2.0,110000.0,1,0,0,0,1,0,0,0,0,0
30.0,27,7.0,185000.0,1,0,0,0,0,0,0,0,1,9
31.0,24,9.0,195000.0,0,1,0,0,1,0,0,0,0,0
28.0,112,5.0,160000.0,1,0,0,0,1,0,0,0,0,5
26.0,24,3.0,130000.0,0,1,0,0,1,0,0,0,0,0
29.0,27,6.0,180000.0,1,0,0,0,0,0,1,0,0,9
32.0,112,8.0,190000.0,0,1,0,0,1,0,0,0,0,5
33.0,88,11.0,198000.0,1,0,0,0,0,0,1,0,0,7
24.0,24,1.0,90000.0,0,1,0,0,1,0,0,0,0,0
27.0,112,4.0,140000.0,0,1,0,0,1,0,0,0,0,5
25.0,24,2.0,110000.0,1,0,0,0,1,0,0,0,0,0
30.0,27,7.0,185000.0,1,0,0,0,0,0,0,0,1,9
31.0,24,9.0,195000.0,0,1,0,0,1,0,0,0,0,0
28.0,112,5.0,160000.0,1,0,0,0,1,0,0,0,0,5
26.0,24,3.0,130000.0,0,1,0,0,1,0,0,0,0,0
29.0,27,6.0,180000.0,1,0,0,0,0,0,1,0,0,9
32.0,112,8.0,190000.0,0,1,0,0,1,0,0,0,0,5
33.0,88,11.0,198000.0,1,0,0,0,0,0,1,0,0,7
24.0,24,1.0,90000.0,0,1,0,0,1,0,0,0,0,0
27.0,112,4.0,140000.0,0,1,0,0,1,0,0,0,0,5
25.0,24,2.0,110000.0,1,0,0,0,1,0,0,0,0,0
30.0,27,7.0,185000.0,1,0,0,0,0,0,0,0,1,9
32.0,24,5.0,135000.0,0,1,0,0,0,1,0,0,0,0
27.0,27,3.0,180000.0,1,0,0,0,0,0,0,1,0,9
40.0,112,12.0,195000.0,0,1,0,0,0,1,0,0,0,5
35.0,88,8.0,165000.0,1,0,0,0,0,1,0,0,0,7
43.0,27,15.0,198000.0,0,1,0,0,0,0,0,1,0,9
29.0,112,4.0,150000.0,1,0,0,0,0,1,0,0,0,5
36.0,24,9.0,162000.0,0,1,0,0,0,1,0,0,0,0
31.0,27,6.0,175000.0,0,1,0,0,0,0,0,1,0,9
42.0,112,13.0,197000.0,1,0,0,0,0,1,0,0,0,5
33.0,24,7.0,142000.0,0,1,0,0,0,1,0,0,0,0
29.0,27,4.0,182000.0,1,0,0,0,0,0,0,1,0,9
41.0,112,11.0,185000.0,0,1,0,0,0,1,0,0,0,5
35.0,88,8.0,170000.0,1,0,0,0,0,1,0,0,0,7
27.0,112,4.0,160000.0,0,1,0,0,1,0,0,0,0,5
32.0,27,8.0,180000.0,0,1,0,0,1,0,0,0,0,9
29.0,24,6.0,150000.0,1,0,0,0,0,0,1,0,0,0
